Age,Gender,Academic_Level,Primary_Platform,Daily_Usage_Hours,Weekend_Extra_Hours,Device_Type,Sleep_Duration_Hours,Sleep_Quality_Score,Late_Night_Usage,Social_Comparison_Frequency,Perceived_Stress_Score,Mental_Health_Index,Academic_Performance_GPA,Overall_Impact
16,1,0,0,3.9,1.4,1,6.4,2,0,3,17.0,82,3.41,2
19,0,2,0,3.9,1.5,1,7.2,3,1,2,6.0,86,3.84,2
19,1,2,0,3.1,2.0,1,7.5,3,1,3,15.0,91,3.72,2
19,1,2,4,1.7,2.1,1,8.9,5,0,3,6.0,98,3.95,2
16,1,0,0,9.5,2.1,0,4.8,1,1,3,29.0,59,2.48,0
18,0,2,5,3.8,1.4,1,6.7,2,0,2,5.0,84,3.41,2
19,0,2,6,7.8,1.8,1,5.4,1,1,3,18.0,64,3.32,2
17,0,0,0,14.0,2.2,1,3.9,1,1,3,32.0,45,2.58,0
21,0,2,0,4.0,2.1,1,7.4,4,0,3,9.0,94,3.64,2
21,0,2,0,10.5,2.2,1,4.8,1,1,2,28.0,48,2.17,0
18,1,2,4,5.3,0.7,1,6.0,3,1,1,19.0,79,3.44,2
18,1,2,4,4.2,0.8,1,6.4,3,1,1,12.0,69,3.53,2
22,0,1,0,1.3,3.1,1,7.6,5,0,2,0.0,98,4.0,2
17,1,0,1,5.4,1.8,1,6.4,2,1,4,15.0,85,3.33,2
19,1,2,5,4.6,3.6,1,7.2,2,1,3,2.0,87,3.68,2
19,0,0,4,3.0,2.6,1,8.1,3,0,4,4.0,97,3.61,2
20,0,2,0,4.6,1.3,1,7.5,3,1,2,14.0,83,3.74,2
19,0,0,4,1.7,2.7,1,8.0,4,0,3,3.0,93,3.8,2
15,0,0,3,8.9,1.4,2,5.7,1,1,2,24.0,61,3.32,1
18,1,2,4,5.3,2.3,1,7.3,3,1,0,14.0,85,3.45,2
24,0,1,5,2.5,1.2,1,7.1,3,1,0,16.0,89,3.32,2
17,0,0,0,6.7,1.5,0,4.4,1,0,2,23.0,58,3.26,1
17,1,0,0,4.4,2.0,1,6.4,1,0,4,12.0,80,3.47,2
18,0,0,0,9.8,1.2,1,5.1,3,1,3,25.0,49,2.95,1
17,1,0,3,5.5,2.6,0,7.1,3,1,3,13.0,78,3.68,2
19,0,2,0,3.4,2.6,1,7.2,3,1,2,11.0,85,3.01,2
18,1,2,0,5.9,0.8,0,6.8,3,1,4,7.0,82,2.89,2
18,0,2,3,3.6,2.0,1,6.9,3,1,2,6.0,85,3.95,2
17,0,0,4,4.9,1.4,1,6.8,3,0,3,12.0,88,3.16,2
16,0,0,0,7.3,1.0,1,6.2,2,1,1,18.0,60,2.89,1
16,0,0,4,9.8,1.8,1,4.4,1,1,1,25.0,54,2.47,1
17,1,0,0,5.2,0.9,1,8.4,4,1,4,6.0,92,3.5,2
19,1,2,6,4.9,1.2,1,6.1,2,0,2,12.0,86,3.85,2
16,1,0,0,7.9,1.9,1,6.4,3,1,3,26.0,58,2.85,1
18,0,2,0,11.8,1.8,1,3.8,1,0,3,20.0,56,2.75,1
15,0,0,4,3.8,1.0,1,8.9,4,1,2,1.0,98,3.67,2
21,1,2,0,2.4,1.7,1,7.5,3,1,1,10.0,98,3.56,2
19,1,2,3,4.3,2.4,1,7.6,4,0,4,7.0,89,3.81,2
20,0,2,3,5.3,1.0,1,6.0,2,1,2,15.0,71,3.25,2
19,0,2,4,6.4,2.1,1,5.8,2,1,3,8.0,73,3.49,2
18,0,2,6,6.9,1.2,1,6.6,2,1,2,18.0,81,3.64,2
18,0,2,0,4.1,1.6,1,8.7,4,1,2,6.0,90,3.97,2
18,1,2,4,4.7,1.5,0,6.2,1,0,2,14.0,71,3.64,2
19,1,2,0,5.1,1.6,1,7.3,2,0,3,8.0,85,3.61,2
18,1,2,6,4.5,2.7,1,8.1,2,1,2,11.0,85,3.7,2
18,1,2,0,5.2,1.7,0,7.1,2,1,2,14.0,81,3.19,2
21,1,2,0,2.4,3.1,1,7.8,3,1,3,3.0,89,3.85,2
18,1,2,1,2.5,1.4,1,7.3,3,1,2,3.0,86,3.97,2
19,1,2,3,10.8,1.4,1,5.2,1,0,1,29.0,55,3.1,1
18,0,0,6,4.3,1.6,1,7.0,4,1,2,6.0,85,3.42,2
19,1,2,6,8.5,1.4,1,5.5,1,1,2,17.0,68,3.19,2
18,1,2,4,5.9,2.7,1,4.1,1,1,2,18.0,73,3.23,2
19,1,2,0,3.1,0.3,1,5.6,2,1,2,12.0,74,2.99,2
18,0,0,4,5.4,1.8,0,5.8,2,1,1,19.0,75,4.0,2
15,1,0,2,6.2,1.0,1,5.8,3,1,2,21.0,71,2.84,1
21,0,2,0,3.0,1.9,1,7.0,3,1,1,7.0,72,3.57,2
19,1,2,6,2.3,2.6,1,9.0,3,0,1,7.0,98,4.0,2
20,2,2,0,3.9,1.6,1,7.8,2,1,2,11.0,98,3.49,2
19,2,2,0,5.6,1.2,1,6.0,3,1,3,22.0,67,3.29,1
19,0,2,6,6.4,1.8,0,5.1,2,0,3,22.0,66,3.23,1
16,1,0,0,3.6,1.2,1,8.0,3,0,4,12.0,98,3.81,2
18,0,2,0,5.4,1.7,1,7.0,4,1,3,6.0,82,3.43,2
20,0,2,4,6.4,1.5,1,5.6,1,1,3,19.0,72,3.28,2
17,1,0,0,2.5,0.9,1,7.2,3,0,0,10.0,85,4.0,2
22,1,2,3,3.2,2.4,1,8.2,3,0,3,10.0,90,3.95,2
20,3,2,0,5.8,1.1,1,7.2,3,1,2,15.0,77,3.43,2
17,1,0,0,11.0,2.6,1,3.7,1,1,3,20.0,47,2.3,1
22,0,1,0,4.6,1.6,1,6.1,2,0,4,14.0,84,3.45,2
17,1,0,6,4.4,2.3,1,8.2,3,1,2,9.0,93,3.82,2
18,0,2,6,5.9,0.8,1,6.1,3,1,2,10.0,77,3.48,2
18,1,2,5,2.8,1.8,1,8.6,5,0,2,13.0,87,3.5,2
19,1,2,6,5.5,1.8,1,7.4,2,1,2,10.0,74,3.7,2
20,1,2,2,1.7,1.9,1,5.7,3,0,3,10.0,85,3.97,2
17,1,0,3,5.5,1.1,1,6.0,2,1,3,19.0,73,3.41,2
18,0,2,2,4.9,2.4,1,6.0,2,1,3,2.0,87,4.0,2
19,1,2,4,5.7,1.2,0,6.1,2,0,3,11.0,88,3.19,2
19,1,2,4,3.2,2.0,1,7.2,4,0,0,9.0,80,3.83,2
17,1,0,0,7.2,1.6,1,5.5,1,0,1,3.0,73,3.73,2
15,1,0,0,3.5,1.6,1,8.0,4,1,4,7.0,98,4.0,2
19,1,0,0,4.7,2.5,1,5.7,1,1,2,12.0,76,3.4,2
16,1,0,0,2.7,1.2,1,8.5,3,0,2,10.0,83,3.92,2
18,1,2,2,5.7,2.0,1,7.0,3,1,3,21.0,68,3.54,2
18,1,0,6,9.0,1.0,0,4.7,1,1,1,20.0,60,3.16,1
20,0,2,0,2.8,1.7,1,8.6,4,1,2,9.0,89,3.14,2
17,1,0,0,7.8,1.6,1,6.5,1,1,3,13.0,83,3.52,2
20,0,2,4,11.3,3.3,1,4.3,1,1,3,30.0,53,2.44,0
20,0,2,6,4.3,1.4,1,7.6,3,0,0,3.0,95,3.56,2
20,1,2,2,7.0,1.8,1,7.0,3,0,3,19.0,72,3.07,2
18,0,2,4,1.9,2.7,1,6.6,2,1,3,2.0,98,4.0,2
21,3,2,1,3.3,1.6,1,6.3,2,1,4,16.0,95,3.68,2
20,0,2,6,4.7,2.4,1,6.7,1,0,4,20.0,75,3.32,2
20,1,2,5,7.2,2.1,1,7.6,2,1,4,4.0,86,3.14,2
19,0,2,6,3.1,2.7,1,7.7,4,0,2,10.0,78,3.91,2
17,3,0,5,7.7,2.4,1,5.7,1,1,2,19.0,55,3.81,1
20,0,2,0,4.1,2.8,0,8.1,3,0,1,12.0,85,3.8,2
15,0,0,0,4.8,2.2,1,5.7,1,1,3,12.0,77,3.15,2
17,1,0,0,4.5,1.5,1,6.9,3,0,1,10.0,81,3.18,2
18,0,2,0,3.7,1.5,1,6.5,2,1,3,10.0,85,3.21,2
18,1,2,3,7.8,1.6,1,5.0,2,1,3,21.0,68,2.75,1
18,1,2,6,2.9,1.1,1,8.2,4,1,2,12.0,98,3.13,2
17,1,0,4,2.4,2.1,0,7.9,3,0,2,8.0,92,3.72,2
20,0,2,6,5.0,1.4,0,5.5,2,0,4,8.0,89,3.16,2
16,1,0,0,1.5,2.0,0,9.3,4,0,0,2.0,98,3.73,2
17,1,0,6,4.2,1.7,1,6.2,3,0,4,5.0,81,3.5,2
18,1,2,4,6.2,2.4,1,7.0,3,0,3,10.0,80,3.99,2
19,2,2,4,10.3,1.8,1,4.0,1,1,2,32.0,54,2.8,0
20,0,2,3,8.3,0.9,1,5.2,1,1,2,12.0,71,3.25,2
18,0,2,0,3.2,3.6,1,8.5,2,0,3,8.0,98,3.87,2
17,1,0,6,3.7,1.8,1,8.0,4,0,3,5.0,88,3.36,2
18,1,2,0,2.4,1.4,1,8.2,4,1,2,8.0,98,3.63,2
18,0,2,5,3.3,1.8,1,6.6,3,1,2,4.0,87,4.0,2
18,2,2,0,4.4,2.5,1,6.5,3,1,4,10.0,73,3.41,2
17,1,0,4,2.8,2.3,1,7.6,3,0,1,3.0,94,3.57,2
16,0,0,4,4.9,3.2,2,7.8,3,1,0,14.0,83,3.77,2
20,1,2,0,4.6,1.1,1,6.4,2,1,1,14.0,88,3.82,2
22,0,1,0,2.5,0.2,1,6.1,2,0,2,11.0,94,3.16,2
17,0,0,6,2.6,2.4,0,7.7,3,1,3,9.0,88,3.69,2
17,0,0,5,5.9,2.7,1,7.1,2,1,1,19.0,82,3.1,2
17,1,0,0,4.0,1.6,2,5.9,2,1,4,13.0,81,3.22,2
18,1,2,0,3.4,1.0,1,8.0,4,1,2,17.0,86,3.73,2
22,0,1,5,3.8,0.8,1,7.9,2,0,2,11.0,85,3.76,2
19,0,2,4,4.6,2.0,0,7.5,4,0,2,9.0,88,3.61,2
18,2,2,3,4.5,0.9,1,7.9,3,1,2,3.0,84,3.92,2
16,0,0,0,2.2,1.5,1,6.1,2,1,1,5.0,86,3.53,2
19,1,2,0,12.2,1.5,0,4.0,1,1,3,28.0,52,2.97,1
18,0,2,3,4.4,2.3,1,7.1,3,0,1,18.0,87,3.55,2
18,1,2,2,7.4,1.8,1,6.3,3,1,2,13.0,72,3.37,2
18,0,2,0,4.0,0.9,1,5.6,3,1,2,7.0,94,3.54,2
24,0,1,4,2.7,2.6,1,8.6,3,1,1,0.0,90,4.0,2
17,0,0,4,6.2,3.3,0,6.2,2,1,0,20.0,59,3.31,1
22,1,1,0,4.3,1.2,1,6.9,3,0,3,15.0,76,3.18,2
17,2,0,4,11.1,2.1,1,6.1,1,1,0,26.0,57,2.88,1
23,0,1,6,4.5,1.4,0,6.6,2,1,2,14.0,78,4.0,2
17,1,0,6,6.0,2.1,1,7.1,3,1,3,14.0,80,3.27,2
15,0,0,3,7.1,1.2,1,5.7,2,1,4,15.0,70,3.22,2
18,0,2,0,4.2,0.5,0,6.9,4,0,4,4.0,84,3.63,2
21,1,2,0,5.9,1.6,1,6.5,3,1,2,17.0,80,3.78,2
18,1,2,0,5.6,1.3,1,7.5,3,0,3,14.0,80,3.61,2
22,1,2,3,5.5,1.1,1,6.5,2,0,1,15.0,77,3.28,2
17,0,0,4,3.1,1.8,1,7.1,3,1,2,11.0,81,4.0,2
17,1,0,3,6.9,1.4,1,6.3,2,1,2,10.0,70,3.78,2
22,1,1,0,6.6,1.8,0,6.2,2,1,3,17.0,69,3.62,2
19,0,2,0,2.6,1.4,1,6.6,3,0,2,12.0,86,3.32,2
18,0,2,6,0.9,2.4,1,7.6,5,0,3,9.0,93,3.59,2
16,0,0,3,7.0,1.9,1,6.1,1,1,2,21.0,72,3.32,2
19,0,2,0,2.5,1.5,1,7.1,3,0,3,6.0,91,3.46,2
17,2,0,4,5.7,2.8,1,5.3,2,1,1,9.0,76,3.42,2
21,1,2,0,3.8,1.7,1,6.3,2,1,1,13.0,85,3.43,2
17,1,0,0,2.5,2.2,1,7.4,3,1,3,6.0,93,3.65,2
16,1,0,4,4.2,2.6,2,6.0,1,0,2,15.0,82,3.28,2
21,0,2,4,11.8,1.8,1,4.7,1,1,0,25.0,43,3.24,1
17,2,0,3,4.7,2.7,1,6.7,2,0,2,11.0,66,4.0,2
17,1,0,6,1.3,2.5,1,9.2,4,0,1,1.0,98,3.6,2
17,1,0,5,6.2,0.1,1,6.3,3,0,1,17.0,84,3.84,2
19,3,2,3,3.5,1.6,1,8.4,3,0,2,14.0,88,3.89,2
18,0,2,4,3.2,1.3,1,7.2,3,0,3,15.0,80,3.69,2
17,1,0,0,7.9,1.9,1,7.1,4,1,1,21.0,77,3.18,2
22,0,2,3,3.9,1.6,1,8.0,3,0,2,12.0,89,4.0,2
20,1,2,6,3.1,1.5,1,7.4,3,0,4,13.0,98,3.99,2
21,0,2,0,5.6,1.0,1,5.6,1,1,1,11.0,72,3.17,2
19,0,2,3,3.8,2.2,1,5.9,3,1,3,14.0,74,3.8,2
19,1,2,0,5.0,0.2,1,7.4,3,0,3,6.0,84,3.35,2
18,1,2,0,3.2,2.0,0,7.0,4,0,1,11.0,92,3.99,2
22,0,1,0,12.6,2.2,1,3.5,1,1,2,40.0,37,2.68,0
20,1,0,4,14.0,1.9,1,3.0,1,1,1,34.0,36,1.97,0
18,0,0,0,6.4,1.4,1,5.8,2,0,2,14.0,72,3.11,2
22,0,2,4,4.4,1.6,0,7.6,3,1,0,12.0,87,3.23,2
18,1,2,4,2.1,2.2,1,8.6,4,1,2,5.0,93,3.61,2
18,0,2,0,4.4,1.9,1,7.9,2,1,1,9.0,82,3.55,2
17,0,0,6,8.1,2.4,0,6.3,1,1,4,14.0,66,3.91,2
19,0,2,6,2.4,2.3,1,8.0,3,1,3,11.0,90,3.86,2
20,1,2,4,4.0,1.8,1,5.8,2,1,3,9.0,84,3.67,2
18,1,2,0,7.6,3.2,1,6.7,2,1,2,24.0,69,3.09,1
19,0,2,0,3.9,2.5,1,6.9,2,0,0,15.0,86,3.32,2
19,2,2,3,9.9,1.8,1,6.1,1,1,4,27.0,57,2.85,1
25,1,2,4,12.7,2.1,2,4.4,1,0,1,25.0,46,2.63,0
18,1,2,0,1.6,1.9,1,7.8,3,0,3,9.0,89,4.0,2
20,1,2,6,3.2,2.0,1,5.6,3,1,4,19.0,74,3.25,2
15,1,0,0,5.4,0.3,1,5.3,1,1,4,10.0,73,3.63,2
17,1,0,4,6.7,1.6,1,8.0,3,1,3,15.0,87,3.39,2
17,0,0,5,3.5,2.0,1,6.1,4,0,2,12.0,79,3.62,2
17,0,0,0,2.3,2.4,1,7.6,3,1,2,15.0,80,3.6,2
17,0,0,6,6.8,1.3,1,5.8,1,1,2,13.0,65,2.81,1
20,0,2,6,4.0,2.0,1,7.1,2,0,0,9.0,82,2.96,2
19,1,2,5,4.2,0.6,1,7.2,3,1,3,9.0,83,3.49,2
18,1,2,3,5.1,0.9,1,6.1,2,1,3,10.0,85,3.27,2
17,0,0,6,2.6,2.0,1,7.5,2,1,1,6.0,93,3.53,2
22,1,1,0,6.9,1.8,1,4.9,2,1,1,15.0,79,3.53,2
17,0,0,0,4.6,1.6,2,6.9,3,1,3,9.0,71,3.84,2
18,0,2,0,5.0,2.0,2,7.7,3,0,2,13.0,81,3.55,2
18,1,2,2,1.7,3.5,1,8.1,4,0,0,12.0,94,4.0,2
19,0,0,0,5.3,1.3,1,5.9,1,1,1,22.0,82,2.84,1
18,1,2,6,6.1,2.3,1,6.4,2,1,2,9.0,74,3.13,2
18,0,2,3,2.4,1.5,1,8.6,4,0,2,6.0,98,4.0,2
21,1,2,0,5.7,1.5,2,6.2,2,0,1,13.0,79,3.42,2
21,1,2,0,5.7,2.8,1,7.6,3,1,1,10.0,79,4.0,2
22,0,1,0,3.8,1.6,0,8.5,3,0,2,6.0,95,3.79,2
15,1,0,4,3.0,2.4,0,8.3,4,0,1,8.0,97,3.81,2
16,1,0,6,4.0,1.9,1,7.4,3,1,1,12.0,93,3.78,2
22,0,1,0,6.7,2.2,1,7.2,2,0,3,23.0,80,2.96,1
20,0,2,4,2.8,1.7,0,7.5,3,1,3,13.0,87,3.5,2
18,0,2,0,4.8,2.6,0,6.8,2,0,2,9.0,78,3.69,2
16,1,0,6,7.5,3.7,1,6.6,2,0,1,16.0,78,3.2,2
17,3,0,4,2.8,2.7,1,7.1,3,0,0,11.0,95,3.57,2
18,0,0,4,3.0,0.9,1,8.6,3,1,2,8.0,98,3.48,2
19,1,2,3,3.6,1.5,1,7.8,3,0,2,14.0,71,3.25,2
20,0,2,4,3.2,3.7,1,6.3,3,1,1,11.0,81,3.43,2
23,0,2,0,5.9,1.5,1,7.1,3,1,1,19.0,76,3.52,2
18,3,2,6,5.5,2.1,1,5.3,2,1,3,18.0,73,3.5,2
23,0,2,0,5.3,2.0,0,6.5,2,1,3,15.0,72,3.1,2
21,0,2,6,2.3,3.1,0,6.4,3,0,2,8.0,94,4.0,2
19,1,2,2,2.9,3.0,1,8.6,5,0,2,13.0,88,3.34,2
18,1,2,4,4.0,1.5,1,6.6,3,1,1,10.0,78,3.84,2
17,0,0,0,2.9,2.7,1,7.1,3,0,2,19.0,95,3.39,2
19,0,2,4,10.1,1.4,1,5.7,2,1,2,24.0,54,3.24,1
21,0,2,4,5.3,1.9,0,6.4,3,1,1,18.0,86,3.02,2
17,1,0,1,4.6,0.9,1,8.0,3,1,3,13.0,90,3.31,2
24,0,2,4,7.1,2.5,1,6.6,2,1,1,19.0,74,3.3,2
19,0,2,4,1.3,1.4,0,6.5,2,1,2,10.0,91,4.0,2
18,0,2,4,5.3,1.3,1,6.5,2,0,3,21.0,77,3.07,2
17,1,0,3,2.8,1.5,0,7.8,4,1,1,17.0,88,3.77,2
16,0,0,4,8.0,3.2,1,6.3,1,1,1,22.0,59,3.03,1
17,1,0,0,3.3,2.1,1,7.4,3,0,3,4.0,97,4.0,2
18,1,2,6,3.7,1.3,1,7.4,3,0,2,2.0,83,3.49,2
18,1,2,6,3.8,2.1,1,7.8,4,1,2,6.0,80,3.44,2
19,1,2,4,4.7,1.4,2,6.7,1,1,4,10.0,87,3.39,2
19,0,2,0,8.1,1.0,0,5.5,2,1,2,23.0,58,2.62,1
18,0,2,0,4.7,1.9,0,6.7,3,0,3,8.0,82,3.35,2
16,0,0,4,9.6,1.9,1,5.1,1,1,4,26.0,56,3.26,1
19,1,2,0,5.8,2.6,1,5.9,3,1,1,20.0,68,2.97,1
15,0,0,0,6.8,2.0,1,6.4,3,1,3,17.0,82,3.29,2
22,0,1,3,3.8,1.5,1,7.0,3,1,1,15.0,83,3.19,2
19,1,2,3,7.5,1.7,1,6.2,2,1,4,17.0,75,2.88,2
20,0,0,4,2.7,2.4,1,8.4,3,0,2,0.0,84,3.29,2
18,0,2,0,6.0,1.6,1,8.2,3,0,2,8.0,87,3.58,2
20,0,2,0,6.2,2.4,0,6.7,4,0,4,21.0,79,3.36,2
18,1,2,3,1.3,1.5,0,7.9,4,1,3,0.0,98,3.97,2
16,3,0,0,4.9,1.0,1,6.8,3,0,2,16.0,89,3.62,2
18,0,2,2,3.0,1.3,1,8.3,4,0,1,2.0,97,3.58,2
18,3,2,4,2.1,1.5,0,7.1,3,1,2,2.0,94,3.94,2
16,0,0,5,6.8,2.1,1,7.1,2,1,1,17.0,83,2.93,2
17,1,0,0,7.0,1.4,1,6.0,1,1,3,25.0,73,3.11,1
16,0,0,4,5.4,2.7,1,6.8,2,1,1,9.0,90,4.0,2
17,1,0,4,4.1,2.0,1,6.2,3,0,2,5.0,86,3.38,2
18,0,2,0,5.9,2.0,1,5.9,2,1,0,17.0,71,3.49,2
17,0,0,0,1.9,2.6,0,8.5,4,1,1,13.0,97,3.96,2
19,1,2,4,4.9,3.2,1,6.2,4,1,3,13.0,77,3.76,2
22,1,1,6,5.8,2.4,1,7.3,3,1,3,11.0,78,3.53,2
17,0,0,0,4.3,1.4,1,7.8,4,1,2,7.0,90,3.35,2
20,0,2,4,2.9,1.1,1,8.1,3,1,2,2.0,98,3.9,2
19,0,2,6,4.1,1.6,1,7.1,3,1,3,6.0,85,3.31,2
17,3,0,6,8.9,0.7,1,5.8,2,1,3,17.0,69,2.86,1
17,0,0,2,3.2,1.9,0,8.6,5,0,3,9.0,91,3.52,2
17,1,0,6,6.2,2.1,0,6.8,2,1,2,14.0,86,3.35,2
16,1,0,1,2.5,1.8,1,9.5,5,1,4,1.0,94,3.46,2
17,1,0,4,3.5,2.0,1,8.0,3,1,3,6.0,82,3.64,2
22,0,1,6,2.4,1.8,1,7.4,4,1,4,2.0,87,3.72,2
19,0,2,4,8.4,1.7,1,5.0,1,1,3,26.0,50,3.03,1
15,1,0,5,5.5,1.5,0,6.2,3,1,2,8.0,88,3.48,2
23,0,1,0,4.4,2.9,1,6.3,2,0,3,17.0,91,3.69,2
20,0,2,4,3.0,1.4,1,9.2,5,0,2,13.0,98,3.42,2
17,0,0,0,3.9,0.9,1,7.5,3,1,0,15.0,80,3.68,2
17,1,0,2,7.4,1.3,0,4.6,1,1,1,17.0,71,3.1,2
21,0,2,4,4.0,1.7,0,7.8,3,0,2,10.0,93,3.36,2
19,0,2,4,5.7,1.3,1,6.2,2,1,2,10.0,81,3.26,2
20,1,2,0,6.1,2.6,1,6.5,3,1,4,8.0,83,3.68,2
18,0,2,0,2.9,0.4,1,6.8,3,1,3,21.0,89,3.46,2
19,0,2,3,6.1,1.0,1,7.3,2,1,1,11.0,76,3.21,2
18,1,2,3,2.7,1.8,1,7.4,4,0,3,0.0,87,3.83,2
16,0,0,6,3.4,2.0,1,7.4,3,1,3,8.0,91,4.0,2
16,1,0,4,1.9,2.8,1,7.4,3,0,4,10.0,88,3.97,2
19,1,0,0,7.6,1.9,1,6.0,2,1,2,10.0,73,3.25,2
19,2,2,6,4.9,1.6,1,7.4,3,0,3,14.0,80,3.57,2
19,2,2,6,5.5,0.7,1,6.7,3,0,4,13.0,71,2.69,2
19,0,2,0,5.4,2.9,1,6.5,2,0,3,12.0,83,3.61,2
18,1,2,0,8.1,1.3,1,5.6,1,1,2,23.0,69,3.11,1
20,0,0,4,5.9,1.9,1,7.0,2,1,2,17.0,84,3.32,2
20,1,2,0,3.9,2.2,1,8.3,3,0,2,4.0,89,3.65,2
17,0,0,6,12.5,2.2,1,4.0,1,0,2,31.0,36,2.96,0
18,1,2,3,6.0,2.3,1,5.7,1,1,2,16.0,69,3.48,2
18,1,2,0,2.3,2.0,1,7.6,2,1,3,5.0,89,4.0,2
20,0,2,0,1.7,0.9,1,8.8,5,1,3,19.0,98,3.66,2
19,1,2,1,3.0,0.9,1,8.4,3,0,4,2.0,96,4.0,2
19,1,2,6,6.0,2.3,1,6.2,2,0,3,14.0,76,2.94,2
18,1,2,0,6.7,1.5,1,5.9,2,1,3,9.0,76,3.09,2
21,1,0,4,4.3,1.1,1,6.0,2,1,3,14.0,79,3.6,2
16,1,0,0,3.6,2.5,1,6.0,2,1,4,7.0,83,3.4,2
16,0,0,4,3.9,0.9,0,7.1,3,0,3,17.0,91,4.0,2
22,0,1,0,3.5,1.5,1,6.8,3,0,1,15.0,90,3.18,2
21,1,2,4,2.0,1.3,1,9.4,4,1,4,0.0,98,4.0,2
23,0,1,6,2.7,1.9,1,8.0,3,0,2,16.0,98,4.0,2
18,1,2,4,3.8,1.5,1,7.2,3,0,3,11.0,81,3.48,2
21,0,2,0,4.9,1.5,1,8.3,2,0,2,3.0,83,3.95,2
21,1,2,0,3.5,2.0,1,8.2,4,0,3,10.0,92,3.32,2
19,0,2,0,4.7,1.5,1,6.1,2,1,0,16.0,83,3.33,2
19,1,2,0,7.1,1.9,1,7.0,3,0,2,17.0,82,3.06,2
19,3,2,3,6.0,1.1,1,6.8,2,0,1,11.0,80,3.1,2
17,0,0,3,4.6,1.8,1,6.0,2,0,3,19.0,81,3.66,2
18,1,2,0,2.7,1.5,1,6.7,3,0,1,9.0,70,4.0,2
20,1,2,2,3.8,3.0,0,7.4,2,0,3,22.0,83,3.18,2
17,0,0,6,5.1,0.6,1,8.1,2,1,2,5.0,81,3.69,2
19,1,2,0,3.4,1.0,1,9.0,4,1,1,4.0,98,4.0,2
18,0,2,4,2.5,2.0,1,5.7,3,1,4,16.0,92,3.34,2
20,1,2,3,2.9,2.6,0,7.7,3,0,2,9.0,98,3.62,2
20,0,2,0,3.3,1.4,1,7.1,3,0,2,10.0,87,3.54,2
17,1,0,6,13.9,1.6,1,3.6,1,1,2,28.0,41,2.57,0
20,0,2,0,4.0,2.2,1,7.0,3,1,2,6.0,91,3.94,2
16,0,0,4,4.1,2.6,1,5.4,3,1,4,15.0,78,3.78,2
21,3,2,2,2.5,2.3,1,7.0,2,0,4,10.0,90,3.86,2
18,0,2,0,2.9,1.4,1,7.1,2,1,3,11.0,85,3.59,2
18,1,2,6,6.0,1.2,1,5.7,1,1,3,16.0,67,2.98,2
19,1,2,3,2.6,2.8,1,7.7,3,0,2,11.0,82,3.76,2
17,0,0,2,6.7,1.5,1,5.4,2,1,1,13.0,74,3.14,2
18,1,2,5,9.5,3.0,0,6.0,2,1,3,25.0,69,2.95,1
18,0,2,4,4.3,1.1,1,8.3,2,1,1,19.0,88,3.46,2
17,0,0,4,4.8,1.8,0,7.1,1,1,4,16.0,83,3.04,2
15,0,0,4,5.3,3.4,1,6.8,2,0,1,15.0,73,2.89,2
21,0,2,2,7.9,1.7,1,4.8,1,1,1,21.0,69,3.08,1
15,0,0,4,5.9,1.3,1,4.5,3,1,3,13.0,79,3.33,2
18,1,2,3,5.6,1.3,1,6.3,2,1,3,19.0,77,3.73,2
19,1,2,6,6.9,3.0,1,6.2,2,0,3,8.0,77,3.15,2
15,0,0,0,11.4,1.7,1,4.5,1,1,2,33.0,45,2.19,0
21,0,2,6,3.4,2.0,1,6.9,2,1,0,10.0,88,3.48,2
18,0,2,5,4.5,2.2,1,6.3,2,1,2,7.0,84,3.7,2
19,0,2,6,1.7,0.0,1,8.6,5,1,1,7.0,98,4.0,2
17,1,0,4,4.1,2.1,1,8.6,4,0,0,9.0,87,4.0,2
15,1,0,0,5.8,1.3,1,5.6,1,1,1,16.0,82,2.97,2
17,1,0,4,7.7,2.1,1,5.1,1,1,2,22.0,55,3.31,1
16,1,0,4,3.5,2.3,1,8.4,4,0,2,0.0,91,4.0,2
19,0,2,4,4.9,2.0,1,7.2,4,1,2,14.0,82,3.29,2
20,1,2,4,4.9,1.3,1,6.8,2,1,3,18.0,80,3.46,2
23,1,2,3,5.8,1.4,0,7.0,4,1,3,16.0,70,3.24,2
22,1,1,0,1.8,1.6,0,8.0,4,0,4,8.0,94,3.66,2
20,1,2,6,5.2,2.0,1,7.3,4,1,2,15.0,79,3.29,2
17,1,0,6,2.8,1.6,1,7.6,4,1,1,0.0,88,3.88,2
17,1,0,4,3.9,2.2,1,7.9,3,1,2,9.0,92,3.84,2
23,0,2,0,7.2,2.7,1,5.5,1,1,2,13.0,70,3.29,2
18,1,0,4,7.9,1.9,1,4.8,1,1,1,24.0,55,2.83,1
20,0,2,1,6.1,2.5,1,7.4,3,1,2,15.0,74,3.49,2
19,1,2,0,9.4,1.9,0,4.5,1,0,2,20.0,66,2.34,1
18,0,2,4,1.8,0.8,1,7.1,5,0,1,3.0,98,4.0,2
17,0,0,6,2.9,3.2,0,7.2,2,1,2,11.0,93,3.34,2
19,0,2,2,3.3,1.8,1,7.7,4,1,1,9.0,92,3.69,2
20,1,0,0,9.4,0.0,1,5.7,1,1,2,20.0,63,3.41,1
19,1,2,4,4.1,2.3,0,7.6,3,0,2,16.0,81,3.17,2
18,0,0,6,10.6,1.4,1,4.3,1,1,4,25.0,56,3.0,1
